foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
新竹縣政府警察局,竹北分局,HNB00299,鹿場里,新竹縣竹北市鹿場里4鄰成功二街17號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00300,鹿場里,新竹縣竹北市鹿場里5鄰成功九街91-1號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00301,鹿場里,新竹縣竹北市鹿場里7鄰成功8路198號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00302,中興里,新竹縣竹北市中興里5鄰復興3路1段202-1號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00303,中興里,新竹縣竹北市中興里9鄰復興2路71號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00304,鹿場里,新竹縣竹北市鹿場里5鄰文興路39號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00305,十興里,新竹縣竹北市十興里27鄰勝利二路38號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00306,鹿場里,新竹縣竹北市鹿場里3鄰成功二街91號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00307,鹿場里,新竹縣竹北市鹿場里9鄰成功十五街31號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00308,鹿場里,新竹縣竹北市鹿場里5鄰自強三路226號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00309,十興里,新竹縣竹北市十興里6鄰嘉興路356號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00310,中興里,新竹縣竹北市中興里1鄰嘉豐一街110號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
新竹縣政府警察局,竹北分局,HNB00311,十興里,新竹縣竹北市十興里20鄰嘉興一街5號,24.7779,120.99981,3.0,12979.0,保安警察第二總隊三大一中,
