foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
海山、板橋,海山分局,DE02000009,柏翠里,新北市板橋區文化路二段451號,25.033516,121.475271,1,636.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000057,純翠里,新北市板橋區吳鳳路81巷54號,25.030795,121.465103,1,222.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000058,純翠里,新北市板橋區長江路二段2號,25.031218,121.464406,1,1768.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000059,純翠里,新北市板橋區吳鳳路81巷22號,25.031105,121.466037,1,147.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000065,文化里,新北市板橋區松江街63號,25.028945,121.468438,1,1227.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000067,溪頭里,新北市板橋區長江路二段211號,25.032438,121.467839,1,285.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000068,溪頭里,新北市板橋區長江路二段69號,25.032958,121.469616,1,955.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000076,溪頭里,新北市板橋區江寧路三段55巷26號,25.033032,121.471297,1,206.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000111,江翠里,新北市板橋區松江街118號,25.030376,121.469167,1,187.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000114,聯翠里,新北市板橋區光武街36巷3號,25.026082,121.467564,1,389.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000116,柏翠里,新北市板橋區雙十路三段6號,25.03032,121.472005,1,371.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000122,江翠里,新北市板橋區文化路二段311號,25.029786,121.471857,1,713.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000127,江翠里,新北市板橋區文化路二段311號,25.029786,121.471857,1,713.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000128,江翠里,新北市板橋區文化路二段285號,25.029229,121.47136,1,2308.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000129,純翠里,新北市板橋區光武街136巷9號,25.030232,121.465735,1,518.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000132,聯翠里,新北市板橋區光武街24號,25.025467,121.467748,1,165.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000136,純翠里,新北市板橋區長江路二段28號,25.031363,121.464847,1,518.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000137,江翠里,新北市板橋區長江路二段188號,25.032011,121.467031,1,698.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000138,柏翠里,新北市板橋區文化路二段417巷30號,25.033417,121.474012,1,325.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000143,純翠里,新北市板橋區長江路二段86號,25.033062,121.470636,1,2322.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000145,柏翠里,新北市板橋區文化路二段431號,25.033003,121.474813,1,643.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000146,溪頭里,新北市板橋區長江路二段37號,25.031465,121.464224,1,1140.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000147,純翠里,新北市板橋區光武街1085號,25.029209,121.465823,1,77.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000153,純翠里,新北市板橋區民生路三段170號,25.027967,121.46591,1,206.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000156,柏翠里,新北市板橋區文化路二段321號,25.030191,121.472227,1,350.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000159,純翠里,新北市板橋區民生路三段240號,25.03053,121.464643,1,952.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000160,江翠里,新北市板橋區文化路二段263巷8號,25.029314,121.471131,1,43.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000161,聯翠里,新北市板橋區民生路三段6號,25.024299,121.468149,1,1712.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000165,柏翠里,新北市板橋區雙十路三段12號,25.030496,121.471735,1,252.0,鐵路警察局臺北分局,
